"MLS No","Status","Address","Unit","DOM","City","LP","SP","BT","SqFt","BR","Bth","PB","Gar","GarSp","YrBlt","HOA Fee","Freq","Closing Date","Age","Area","Zip"
"SF479868","SLD","1555 Yosemite Avenue","11","78","SANFRCISCO","$439,000","$525,000","CO","911","0","1","0",,,"1987","333",,"4/5/2019",,"SF District 10","94124"
"SF507674","SLD","631 Ofarrell Street","605","202","SANFRCISCO","$439,000","$415,000","CO","520","0","1","0",,"0","1930","623","M","5/19/2021","91","SF District 8","94109"
"SF472443","SLD","3835 Scott Street","202","48","SANFRCISCO","$441,281","$441,281","CO","844","1","1","0",,"0","1928","431","M","1/31/2019","93","SF District 7","94123"
"SF480735","SLD","766 Harrison","203","25","SANFRCISCO","$445,000","$471,000","CO",,"0","1","0",,,"2008","277","M","3/8/2019",,"SF District 9","94107"
"ML81823503","SLD","725 Pine Street","306","257","SANFRCISCO","$445,000","$415,000","CO","354","0","1",,,"0","1920","619","M","9/13/2021","100","SF Downtown","94108"
"SF421517937","SLD","601 Van Ness Avenue","531","34","SANFRCISCO","$445,000","$440,000","CO","556","1","1","0",,"0","1982","850","M","4/13/2021","39","SF District 8","94102"
"SF421539371","SLD","725 Pine Street","306","137","SANFRCISCO","$445,000","$415,000","CO","354","0","0","0",,"0","1920","619","M","9/13/2021","101","SF District 8","94108"
"SF477987","SLD","855 Folsom Street","328","97","SANFRCISCO","$445,030","$445,030","CO","658","1","1","0",,"0","2001",,,"4/3/2019","20","SF District 9","94107"
"SF421584551","SLD","650 Turk Street","404","10","SANFRCISCO","$448,000","$455,000","CO","0","0","1","0",,"0","2008","546","M","9/23/2021","13","SF District 8","94102"
"SF485447","SLD","88 Hoff Street","105","83","SANFRCISCO","$448,392","$448,392","CO","1001","1","1","1",,,"1999","574","M","12/4/2019",,"SF District 9","94110"
"SF421568883","SLD","631 Ofarrell","412","35","SANFRCISCO","$449,000","$440,000","CO","520","0","1","0",,"0","1930","578","M","8/6/2021","91","SF District 8","94109"
"SF501361","SLD","446 Fell Street","450","81","SANFRCISCO","$449,000","$425,000","DE","466","1","1","0",,"0","1900","240","M","10/30/2020","121","SF District 6","94102 5017"
"40912316","SLD","450 Fell St",,"77","SANFRCISCO","$449,000","$425,000","DE","466","1","1","0","N","0","1900","241","M","10/30/2020","120","San Francisco County","94102"
"SF514452","SLD","83 McAllister Street","109","69","SANFRCISCO","$449,000","$394,000","CO","398","1","1","0",,"0","2007","427",,"4/22/2021","14","SF District 8","94102"
"SF421574375","SLD","701 Hampshire Street","3","63","SANFRCISCO","$449,000","$440,000","CO","0","0","1","0",,"0","1960","246","M","9/20/2021","61","SF District 9","94110"
"SF485825","SLD","1155 Leavenworth","4","22","SANFRCISCO","$449,000","$480,000","DE",,"0","1","0",,,"1911","310",,"7/10/2019",,"SF District 8","94109"
"SF502418","SLD","766 Harrison Street","403","23","SANFRCISCO","$449,000","$425,000","CO",,"0","1","0",,,"2008","281","M","9/8/2020",,"SF District 9","94107"
"SF510075","SLD","3258 Market Street","3","34","SANFRCISCO","$449,500","$391,500","CO",,"1","1","0",,,"1959","204","M","1/8/2021",,"SF District 5","94114"
"SF483615","SLD","1155 Leavenworth Street","10","60","SANFRCISCO","$450,000","$450,000","DE",,"0","1","0",,,"1925","310","M","7/1/2019",,"SF District 8","94109"
"SF475063","SLD","32 Liebig Street",,"123","SANFRCISCO","$450,000","$460,000","DE","875","2","1","0",,,"1900",,,"1/18/2019",,"SF District 10","94112"
"SF482263","SLD","1450 Post Street","809","41","SANFRCISCO","$450,000","$443,000","CO","883","1","1","0",,,"1992","5,769","M","6/3/2019",,"SF District 6","94109"
"SF485462","SLD","631 Ofarrell Street","210","69","SANFRCISCO","$450,000","$425,000","CO","520","0","1","0",,"0","1930","441",,"8/28/2019","91","SF District 8","94109"
"SF508843","SLD","95 W Red Rock Way","309M","141","SANFRCISCO","$450,000","$450,000","CO","474","0","1","0",,"0","1972","489","M","3/15/2021","49","SF District 4","94131 1718"
"SF421533673","SLD","766 Harrison Street","805","75","SANFRCISCO","$450,000","$430,000","CO","334","0","1","0",,"0","2008","284","M","6/28/2021","13","SF District 9","94107 1290"
"SF508464","SLD","83 McAllister Street","204","42","SANFRCISCO","$450,000","$445,000","CO","408","1","1","0",,"0","2007","430",,"1/12/2021","14","SF District 8","94102"
"SF491066","SLD","88 Hoff Street","107","115","SANFRCISCO","$450,190","$450,190","CO","1109","1","1","1",,,"1999","574","M","1/30/2020",,"SF District 9","94110"
"SF492343","SLD","855 Folsom Street","314","41","SANFRCISCO","$451,000","$451,000","CO",,"1","1","0",,,"2001","501","M","5/15/2020",,"SF District 9","94107"
"SF498049","SLD","2363 Larkin Street","1","162","SANFRCISCO","$453,854","$453,854","CO","617","1","1","0",,,"1923","680","M","1/9/2021",,"SF District 8","94109"
"SF514203","SLD","901 BayShore Boulevard","411","118","SANFRCISCO","$456,000","$465,000","CO","0","1","1","0",,"0",,"410",,"7/28/2021",,"SF District 10","94124"
"SF479214","SLD","855 Folsom Street","701","105","SANFRCISCO","$456,664","$456,664","CO","701","1","1","0",,,"2001","510","M","5/17/2019",,"SF District 9","94107"
"SF496480","SLD","766 Harrison Street","611","32","SANFRCISCO","$460,000","$439,999","CO","262","0","1","0",,,"2008","277","M","5/22/2020",,"SF District 9","94107"
"SF505308","SLD","855 Folsom Street","330","276","SANFRCISCO","$465,000","$384,387","CO","658","1","1","0",,"0","2001","504","M","7/1/2021","20","SF District 9","94107"
"SF421546158","SLD","701 Hampshire Street","6","144","SANFRCISCO","$465,000","$465,000","CO","0","0","1","0",,"0","1960","246","M","9/27/2021","61","SF District 9","94110"
"SF492164","SLD","370 Monterey Boulevard","105","24","SANFRCISCO","$468,000","$545,000","CO","610","1","1","0",,,"1978","350",,"12/20/2019",,"SF District 4","94131"
"SF22016524","SLD","1373 Masonic Avenue",,"63","SANFRCISCO","$469,000","$462,000","CO","380","0","1","0",,"0","1906","75","M","9/19/2020","115","SF District 5","94117"
"SF494725","SLD","766 Harrison Street","406","62","SANFRCISCO","$469,000","$460,000","CO",,"0","1","0",,,"2008","281","M","6/23/2020",,"SF District 9","94107"
"40940541","SLD","601 Van Ness Ave","507","15","SANFRCISCO","$475,000","$450,000","CO","583","1","1",,"Y","0","1982","820","M","4/15/2021","39","San Francisco County","94102"
"SF499900","SLD","83 McAllister Street","202","76","SANFRCISCO","$475,000","$440,000","CO","334","1","1","0",,,"2007","404","M","9/4/2020",,"SF District 8","94102"
"SF511139","SLD","1177 California Street","311","196","SANFRCISCO","$475,000","$475,000","CO","437","0","1","0",,"0","1978","932",,"7/1/2021","43","SF District 8","94108"
"SF494648","SLD","631 Ofarrell Street","806","187","SANFRCISCO","$475,000","$450,000","CO","520","0","1","0",,,"1930","613","M","8/28/2020",,"SF District 8","94109"
"40956535","SLD","55 Red Rock Way","209","59","SANFRCISCO","$475,000","$475,000","CO","474","0","1","0","Y","1","1972","520","M","9/27/2021","49","San Francisco County","94131"
"SF485388","SLD","2124 Hyde Street","A","80","SANFRCISCO","$475,000","$475,000","DE",,"0","1","0",,,"1913","213","M","12/18/2019",,"SF District 8","94109"
"SF491864","SLD","4399 24th Street",,"41","SANFRCISCO","$475,000","$463,000","DE","334","0","1","0",,,"1913","296","M","12/16/2019",,"SF District 5","94114"
"SF483744","SLD","520 Natoma Street","9","128","SANFRCISCO","$475,000","$475,000","DE","0","1","1","0",,"0","1911","519",,"10/1/2019","110","SF District 9","94103"
"SF421516854","SLD","551 Ivy Street",,"140","SANFRCISCO","$475,000","$475,000","DE","0","2","1","0",,"0","1909","250","M","2/8/2021","112","SF District 6","94102"
"SF506391","SLD","201 Harrison Street","106","40","SANFRCISCO","$479,000","$450,000","CO","410","0","1","0",,,"1991","575","M","11/23/2020",,"SF District 9","94105"
"SF491421","SLD","766 Harrison Street","405","19","SANFRCISCO","$479,000","$510,000","CO",,"0","1","0",,,"2008","277","M","12/6/2019",,"SF District 9","94107"
"SF481190","SLD","344 Utah Street",,"47","SANFRCISCO","$479,000","$540,000","CO","390","0","1","0",,,"1900","97","M","4/25/2019",,"SF District 9","94103"
"SF496778","SLD","2131 Vallejo Street","1","18","SANFRCISCO","$479,000","$525,000","CO","380","0","1","0",,,"1939","110","M","5/22/2020",,"SF District 7","94123 4831"
"SF506031","SLD","175 Red Rock Way","206K","48","SANFRCISCO","$479,000","$464,000","CO","474","0","1","0",,,"1972","491","M","11/10/2020",,"SF District 4","94131"
"SF492879","SLD","330 Berry Street","226","123","SANFRCISCO","$479,108","$479,108","CO","885","2","2","0",,,"2009","553",,"4/15/2020",,"SF District 9","94158"
"SF421565517","SLD","1177 California","703","13","SANFRCISCO","$479,500","$479,500","CO","411","0","1","0",,"0","1978","933","M","8/6/2021","43","SF District 8","94108"
"SF421533934","SLD","4399 24th Street",,"124","SANFRCISCO","$480,000","$450,000","CO","334","0","1","0",,"0","1913","296","M","8/23/2021","108","SF District 5","94114"
"SF491488","SLD","83 McAllister Street","203","118","SANFRCISCO","$480,000","$468,000","CO","256","0","1","0",,,"2007","407","M","2/12/2020",,"SF District 8","94102"
"SF421523017","SLD","750 Van Ness Avenue","1101","86","SANFRCISCO","$485,000","$475,000","CO","400","0","1","0",,"0","2008","623","M","6/28/2021","13","SF District 8","94102"
"SF500731","SLD","1441 Jones Street","301","145","SANFRCISCO","$489,560","$489,560","CO","938","1","1","0",,,"1916","807",,"12/2/2020",,"SF District 8","94109"
"SF493479","SLD","574 Natoma Street","401","70","SANFRCISCO","$490,000","$475,000","CO","329","0","1","0",,,"2012","331","M","3/31/2020",,"SF District 9","94103"
"SF488483","SLD","45 Ora Way","A101","147","SANFRCISCO","$495,000","$495,000","CO","684","1","1","0",,,"1975","621",,"1/27/2020",,"SF District 4","94131"
"SF421539080","SLD","55 Red Rock","107","20","SANFRCISCO","$495,000","$612,000","CO","592","0","1","0",,"0","1972","512","M","5/28/2021","49","SF District 4","94131"
"SF514554","SLD","725 Pine Street","206","161","SANFRCISCO","$495,000","$480,000","CO","353","0","1","0",,"0","1920","621","M","7/30/2021","101","SF District 8","94108"
"SF480836","SLD","3953 24th Street","5","39","SANFRCISCO","$495,000","$495,000","CO",,"0","1","0",,,"2004","506","M","4/12/2019",,"SF District 5","94114"
"SF512226","SLD","631 Ofarrell Street","1604","108","SANFRCISCO","$495,000","$488,000","CO","520","0","1","0",,"0","1930","779","M","5/18/2021","91","SF District 8","94109"
"SF421547471","SLD","15 Red Rock Way","308N","21","SANFRCISCO","$495,000","$605,000","CO","592","0","1","0",,"0","1972","516","M","7/2/2021","49","SF District 4","94131"
"SF504540","SLD","512 Cole Street",,"37","SANFRCISCO","$495,000","$495,000","DE",,"1","1","0",,,"1899","200","M","10/30/2020",,"SF District 5","94117"
"SF485649","SLD","1925 Leavenworth Street","3","6","SANFRCISCO","$495,000","$565,000","CO","494","0","1","0",,,"1925","432","M","7/3/2019",,"SF District 8","94133"
"SF421558344","SLD","123 Highland Avenue",,"108","SANFRCISCO","$495,000","$450,000","CO","830","2","1","0",,"0",,"240","M","10/7/2021",,"SF District 9","94110"
"SF513823","SLD","270 Valencia Street","205","78","SANFRCISCO","$495,000","$506,000","CO","494","0","1","0",,"0","2005","772","M","4/28/2021","16","SF District 5","94103"
"SF502718","SLD","15 Red Rock Way","205N","28","SANFRCISCO","$495,000","$487,000","CO","650","0","1","0",,,"1972","491","M","9/21/2020",,"SF District 4","94131"
"ML81852498","SLD","1001 Pine Street","307","15","SANFRCISCO","$498,000","$525,000","CO","450","0","1",,"Y","1","1963","443","M","8/30/2021","58","SF Downtown","94109"
"ML81816063","SLD","301 Crescent Court","3215","5","SANFRCISCO","$498,000","$615,000","CO","803","1","1",,"Y","1","2007","475",,"11/20/2020","13","Candlestick Point","94134"
"SF487590","SLD","175 Red Rock Way","209K","123","SANFRCISCO","$498,000","$480,000","CO","474","0","1","0",,,"1972","489","M","12/20/2019",,"SF District 4","94131"
"SF495608","SLD","76 Saturn Street",,"13","SANFRCISCO","$498,000","$695,000","CO",,"0","1","0",,,,"151",,"4/7/2020",,"SF District 5","94114"
"SF482265","SLD","725 Pine Street","306","72","SANFRCISCO","$498,000","$503,000","CO","0","0","1","0",,"0","1920","618","M","5/24/2019","101","SF District 8","94108"
"ML81742444","SLD","725 Pine Street","306","47","SANFRCISCO","$498,000","$503,000","CO","354","0","1",,,"0","1920","619",,"5/24/2019","99","SF Downtown","94108"
"SF509022","SLD","95 Red Rock Way","306M","5","SANFRCISCO","$498,500","$470,000","CO","474","0","1","0",,"0","1972","491",,"12/7/2020","49","SF District 4","94131"
"ML81817805","SLD","95 Red Rock Way","306M","4","SANFRCISCO","$498,500","$470,000","CO","474","0","1",,"Y","1","1972","491","M","11/24/2020","48","Diamond Heights","94131"
"SF421560410","SLD","631 ofarrell Street","1116","67","SANFRCISCO","$499,000","$490,000","CO","480","0","1","0",,"0","1930","771","M","8/26/2021","91","SF District 8","94109"
"ML81764801","SLD","55 Red Rock Way","306O","55","SANFRCISCO","$499,000","$515,000","CO","474","0","1",,"Y","1","1972","489","M","11/22/2019","47","Diamond Heights","94131"
"40911099","SLD","15 Red Rock Way","210N","226","SANFRCISCO","$499,000","$485,000","CO","474","0","1","0","Y","1","1972","520","M","3/12/2021","49","San Francisco County","94131"
"SF500691","SLD","15 Red Rock Way","210N","227","SANFRCISCO","$499,000","$485,000","CO","474","0","1","0",,"0","1972","520",,"3/12/2021","49","SF District 4","94131"
"SF482568","SLD","535 Niagara Avenue",,"0","SANFRCISCO","$499,000","$690,000","DE",,"2","1","0",,,"1946",,,"5/7/2019",,"SF District 3","94112"
"SF479873","SLD","601 Van Ness Avenue","1108","10","SANFRCISCO","$499,000","$499,000","CO","489","0","1","0",,,"1982","772","M","2/15/2019",,"SF District 8","94102"
"SF512288","SLD","1810 Ellis Street","63","8","SANFRCISCO","$499,000","$575,000","CO","709","1","1","0",,"0","1986","613","M","5/21/2021","35","SF District 6","94115"
"SF480981","SLD","3732 23rd Street","3","22","SANFRCISCO","$499,000","$670,000","CO",,"1","1","0",,,"1890","250","M","3/15/2019",,"SF District 5","94114"
"SF498059","SLD","725 Pine Street","206","63","SANFRCISCO","$499,000","$500,000","CO",,"0","1","0",,,"1920","616","M","7/24/2020",,"SF District 8","94108"
"SF508139","SLD","16 Highland Avenue",,"21","SANFRCISCO","$499,000","$510,000","CO",,"0","1","0",,,"1915","235","M","11/20/2020",,"SF District 9","94110"
"SF421537554","SLD","344 Utah Street",,"4","SANFRCISCO","$499,000","$575,000","CO","0","0","1","0",,"0","1900","144","M","5/21/2021","121","SF District 9","94103"
"SF493559","SLD","750 Van Ness Avenue","704","2","SANFRCISCO","$499,000","$485,000","CO","395","0","1","0",,"0","2008","527","M","2/7/2020","13","SF District 8","94102"
"SF488433","SLD","55 Red Rock Way","306O","78","SANFRCISCO","$499,000","$515,000","CO","474","0","1","0",,"0","1972","489","M","11/22/2019","49","SF District 4","94131"
"SF421562001","SLD","527 Morse Street",,"13","SANFRCISCO","$499,000","$510,000","DE","266","1","1","0",,"0","1913",,,"7/13/2021","108","SF District 10","94112"
"SF503280","SLD","631 Ofarrell Street","611","13","SANFRCISCO","$499,000","$480,000","CO","520","0","1","0",,,"1930","582","M","9/30/2020",,"SF District 8","94109"
"SF498554","SLD","201 Harrison Street","600","84","SANFRCISCO","$499,000","$450,000","CO","432","0","1","0",,,"1991","575","M","8/21/2020",,"SF District 9","94105"
"ML81799646","SLD","15 Red Rock Way","210N","226","SANFRCISCO","$499,000","$485,000","CO","474","0","1",,"Y","1","1972","520","M","3/12/2021","48","Diamond Heights","94131"
"SF499181","SLD","388 Fulton Street","607","89","SANFRCISCO","$499,000","$525,000","CO","371","0","1","0",,"0","2016","445","M","9/16/2020","5","SF District 6","94102 4599"
"SF421595816","SLD","14 Wheat Street",,"7","SANFRCISCO","$499,000","$581,000","DU","950","2","1","0",,"0","1907",,,"10/7/2021","114","SF District 10","94124"
"SF493313","SLD","123 Nautilus Court",,"26","SANFRCISCO","$499,000","$500,000","CO","1360","3","3","0",,"0","1981","428",,"2/25/2020","40","SF District 10","94124"
"SF476114","SLD","901 Bush Street","404","47","SANFRCISCO","$499,000","$510,000","CO",,"0","1","0",,,"1909","380",,"1/4/2019",,"SF District 8","94109"
"SF482619","SLD","258 Shipley Street","2","75","SANFRCISCO","$499,000","$505,000","DE",,"1","1","0",,,"1912","220","M","6/20/2019",,"SF District 9","94107"
"SF490082","SLD","55 Red Rock Way","209o","30","SANFRCISCO","$499,000","$499,000","CO","474","0","1","0",,,"1972","479","M","10/25/2019",,"SF District 4","94131"
"SF483801","SLD","15 Red Rock Way","106N","36","SANFRCISCO","$499,000","$525,000","CO","474","0","1","0",,,"1972","476","M","6/21/2019",,"SF District 4","94131"
"SF512364","SLD","73 Waller Street",,"23","SANFRCISCO","$499,000","$560,000","CO","516","0","1","0",,"0","1890","296","M","2/22/2021","131","SF District 6","94102"
"SF501398","SLD","150 Page Street","402","11","SANFRCISCO","$499,000","$618,500","CO","474","1","1","0",,"0","1929","424",,"8/24/2020","92","SF District 6","94102"
"SF510839","SLD","35 Lottie Bennett Lane","2","55","SANFRCISCO","$499,000","$510,000","DE","550","1","1","0",,"0",,"544","M","3/12/2021",,"SF District 6","94115"
"SF497113","SLD","750 Van Ness Avenue","402","44","SANFRCISCO","$499,000","$480,000","CO","391","0","1","0",,,"2008","555","M","7/9/2020",,"SF District 8","94102"
