,MLS No,Status,Address,Unit,DOM,City,LP,SP,BT,SqFt,BR,Bth,Gar,GarSp,YrBlt,HOA Fee,Freq,Closing Date,Age,Area,Zip
155,ML81831887,SLD,1138 Yarwood Court,,2,SAN JOSE,"$419,000","$419,000",CO,658,1,1,,0.0,1988.0,688,M,4/1/2021,33.0,Campbell,95128
156,ML81756282,SLD,126 Kenbrook Circle,,15,SAN JOSE,"$419,950","$410,000",CO,950,1,1,Y,1.0,1987.0,312,,7/26/2019,32.0,South San Jose,95111
157,ML81767803,SLD,5059 Cribari Bluffs,,111,SAN JOSE,"$419,995","$405,000",CO,1223,2,2,,0.0,1969.0,775,,1/28/2020,50.0,Evergreen,95135
158,40892846,SLD,5123 Cribari Pl,,226,SAN JOSE,"$419,999","$429,000",CO,1223,2,2,N,0.0,1968.0,830,M,11/19/2020,52.0,Santa Clara County,95135
159,ML81757861,SLD,5243 Cribari Hills,,151,SAN JOSE,"$420,000","$420,000",CO,1223,2,2,,0.0,1972.0,773,,12/17/2019,47.0,Evergreen,95135
160,ML81814499,SLD,5461 Spinnaker Walkway #4,4,7,SAN JOSE,"$420,000","$435,000",CO,798,2,1,Y,1.0,1970.0,350,M,11/19/2020,50.0,Blossom Valley,95123
161,ML81821847,SLD,99 Kenbrook Circle,,15,SAN JOSE,"$420,000","$418,000",CO,724,1,1,Y,1.0,1987.0,312,M,1/5/2021,33.0,South San Jose,95111
162,ML81775634,SLD,2515 Easton Place,31,0,SAN JOSE,"$420,000","$420,000",CO,975,2,2,Y,1.0,1981.0,349,,11/15/2019,38.0,Berryessa,95133
163,ML81755082,SLD,2729 Lone Bluff Way,,108,SAN JOSE,"$420,000","$410,000",CO,672,1,1,Y,1.0,1983.0,292,,10/16/2019,36.0,South San Jose,95111
164,ML81812699,SLD,5614 Allen Avenue,4,6,SAN JOSE,"$420,000","$444,000",CO,798,2,1,Y,1.0,1970.0,360,M,10/23/2020,50.0,Blossom Valley,95123
165,ML81745152,SLD,5645 Calmor Avenue,4,3,SAN JOSE,"$420,000","$455,000",CO,798,2,1,Y,1.0,1970.0,360,,4/26/2019,49.0,Blossom Valley,95123
166,ML81838772,SLD,88 N Jackson Avenue,308,14,SAN JOSE,"$420,000","$410,000",CO,720,1,1,Y,1.0,2006.0,461,,5/29/2021,15.0,Alum Rock,95116
167,ML81842564,SLD,1060 S 3rd Street,226,53,SAN JOSE,"$420,000","$425,000",CO,550,1,1,Y,1.0,2005.0,495,M,7/20/2021,16.0,Central San Jose,95112
168,ML81768153,SLD,2528 Alveswood Circle,,9,SAN JOSE,"$421,000","$425,000",CO,648,1,1,Y,1.0,1989.0,455,,10/23/2019,30.0,Berryessa,95131
169,ML81829964,SLD,2925 Florence Avenue,13,76,SAN JOSE,"$424,000","$430,000",CO,874,2,1,,0.0,1964.0,540,,5/31/2021,57.0,Alum Rock,95127
170,ML81856943,SLD,802 Catkin Court,,12,SAN JOSE,"$424,888","$422,000",CO,658,1,1,Y,2.0,1988.0,688,,9/3/2021,33.0,Campbell,95128
171,ML81786670,SLD,262 Tradewinds Court,4,4,SAN JOSE,"$424,988","$445,000",CO,798,2,1,Y,1.0,1970.0,310,,4/10/2020,50.0,Blossom Valley,95123
172,ML81762263,SLD,5522 Cribari Ci.,,155,SAN JOSE,"$425,000","$400,000",CO,1223,2,2,,0.0,1969.0,773,,1/10/2020,50.0,Evergreen,95135
173,ML81762320,SLD,199 Coy Drive,1,108,SAN JOSE,"$425,000","$432,000",CO,810,2,1,Y,1.0,1970.0,350,,12/4/2019,49.0,Blossom Valley,95123
174,ML81822342,SLD,5520 Cribari Circle,,79,SAN JOSE,"$425,000","$420,000",CO,947,1,1,,0.0,1968.0,712,M,3/17/2021,52.0,Evergreen,95135
175,ML81762059,SLD,5537 Cribari Circle,,55,SAN JOSE,"$425,000","$390,000",CO,1240,2,2,,0.0,1971.0,773,,10/16/2019,48.0,Evergreen,95135
176,ML81797801,SLD,353 Blossom Hill Road,4,18,SAN JOSE,"$425,000","$430,000",CO,798,2,1,Y,1.0,1970.0,310,,9/9/2020,50.0,Blossom Valley,95123
177,ML81727933,SLD,1370 Crucero Drive,D,93,SAN JOSE,"$425,000","$410,000",CO,876,2,1,Y,1.0,1980.0,336,,2/19/2019,38.0,South San Jose,95122
178,ML81749749,SLD,1080 Summershore Court,,4,SAN JOSE,"$425,000","$435,000",CO,730,1,1,,0.0,1992.0,398,,5/20/2019,27.0,South San Jose,95122
179,ML81766897,SLD,5646 Allen Avenue,2,6,SAN JOSE,"$425,000","$440,000",CO,903,2,1,Y,1.0,1970.0,360,,10/2/2019,49.0,Blossom Valley,95123
180,ML81790269,SLD,181 Kenbrook Circle,,0,SAN JOSE,"$425,000","$425,000",CO,950,1,1,Y,1.0,1987.0,312,,4/24/2020,33.0,South San Jose,95111
181,ML81774590,SLD,5372 Cribari Crest,,21,SAN JOSE,"$425,000","$400,000",CO,1240,2,2,,0.0,1969.0,705,,12/30/2019,50.0,Evergreen,95135
182,ML81822775,SLD,2925 Florance Avenue,30,147,SAN JOSE,"$425,000","$440,000",CO,874,2,1,,0.0,1964.0,540,,6/2/2021,56.0,Alum Rock,95127
183,ML81828763,SLD,2505 Golzio Court,4,6,SAN JOSE,"$425,000","$440,000",CO,798,2,1,Y,1.0,1971.0,330,M,3/17/2021,50.0,Berryessa,95133
184,40899361,SLD,1060 S 3rd,316,168,SAN JOSE,"$425,000","$405,000",CO,550,1,1,N,1.0,2005.0,455,M,10/6/2020,15.0,Santa Clara County,95112
185,ML81836961,SLD,1052 Yarwood Court,,45,SAN JOSE,"$425,000","$415,000",CO,658,1,1,,0.0,1988.0,688,M,6/15/2021,33.0,Campbell,95128
186,ML81766113,SLD,5384 Colony Green Drive,,9,SAN JOSE,"$425,000","$475,000",CO,919,2,1,Y,2.0,1984.0,364,,9/25/2019,35.0,Blossom Valley,95123
187,ML81836460,SLD,31 Muirfield Court,,14,SAN JOSE,"$426,000","$442,000",CO,780,1,1,Y,1.0,1982.0,396,M,5/12/2021,39.0,Alum Rock,95116
188,ML81769980,SLD,197 Coy Drive,1,82,SAN JOSE,"$428,000","$428,000",CO,810,2,1,Y,1.0,1970.0,350,,1/15/2020,49.0,Blossom Valley,95123
189,ML81803491,SLD,5574 Cribari Circle,,78,SAN JOSE,"$428,000","$436,000",CO,1240,2,2,Y,1.0,1968.0,774,M,12/18/2020,52.0,Evergreen,95135
190,ML81736506,SLD,281 Tradewinds Drive,7,16,SAN JOSE,"$428,000","$425,000",CO,722,1,1,,0.0,1970.0,371,,3/13/2019,49.0,Blossom Valley,95123
191,ML81832502,SLD,818 Catkin Court,,17,SAN JOSE,"$428,800","$428,000",CO,658,1,1,,0.0,1988.0,688,M,4/12/2021,33.0,Campbell,95128
192,ML81778007,SLD,1902 La Terrace Circle,,15,SAN JOSE,"$428,800","$427,000",CO,543,1,1,,0.0,1985.0,498,,2/18/2020,35.0,Blossom Valley,95123
193,ML81825974,SLD,8020 Pinot Noir Court,,12,SAN JOSE,"$429,000","$430,000",CO,915,2,2,,0.0,1974.0,875,,2/11/2021,47.0,Evergreen,95135
194,ML81774644,SLD,5594 Judith Street,2,9,SAN JOSE,"$429,000","$435,000",CO,903,2,1,Y,1.0,1970.0,308,,12/9/2019,49.0,Blossom Valley,95123
195,ML81765316,SLD,979 Gilchrist Drive,4,57,SAN JOSE,"$429,000","$417,000",TH,798,2,1,Y,1.0,1971.0,320,,11/14/2019,48.0,Berryessa,95133
196,ML81744163,SLD,2259 Summerton Drive,,10,SAN JOSE,"$429,000","$435,000",CO,746,1,1,Y,1.0,1985.0,454,,5/3/2019,34.0,South San Jose,95122
197,ML81739690,SLD,247 N Capitol Avenue,259,6,SAN JOSE,"$429,000","$429,000",CO,828,2,1,,0.0,1977.0,310,,3/28/2019,42.0,Alum Rock,95127
198,ML81796358,SLD,5275 Cribari Corner,,21,SAN JOSE,"$429,000","$415,000",CO,1223,2,2,,0.0,1969.0,773,,7/24/2020,51.0,Evergreen,95135
199,ML81774322,SLD,2613 La Terrace Circle,,6,SAN JOSE,"$429,000","$429,000",CO,543,1,1,,0.0,1985.0,479,,11/27/2019,34.0,Blossom Valley,95123
200,ML81817211,SLD,2112 La Terrace Circle,,7,SAN JOSE,"$429,000","$430,000",CO,543,1,1,,0.0,1985.0,498,M,11/30/2020,35.0,Blossom Valley,95123
201,ML81770934,SLD,5025 Cribari Vale,,17,SAN JOSE,"$429,888","$420,000",CO,1223,2,2,,0.0,1968.0,775,,11/15/2019,51.0,Evergreen,95135
202,ML81844910,SLD,2747 Lone Bluff Way,,81,SAN JOSE,"$429,888","$405,000",CO,666,1,1,Y,1.0,1983.0,316,,9/23/2021,38.0,South San Jose,95111
203,ML81824994,SLD,496 Coyote Creek Circle,,15,SAN JOSE,"$429,950","$420,000",CO,633,1,1,Y,1.0,1984.0,325,M,3/3/2021,37.0,Central San Jose,95116
204,ML81756249,SLD,5536 Makati Circle,,131,SAN JOSE,"$429,950","$400,375",CO,552,1,1,,0.0,1985.0,379,,10/25/2019,34.0,Blossom Valley,95123
205,ML81825419,SLD,5689 Makati Circle,B,3,SAN JOSE,"$429,950","$430,000",CO,690,1,1,,0.0,1984.0,481,M,2/23/2021,37.0,Blossom Valley,95123
206,ML81804704,SLD,5487 Judith Street,4,36,SAN JOSE,"$429,999","$428,000",CO,798,2,1,Y,1.0,1970.0,350,,9/17/2020,50.0,Blossom Valley,95123
207,ML81782458,SLD,5518 Judith Street,4,7,SAN JOSE,"$429,999","$442,000",CO,798,2,1,Y,1.0,1970.0,308,,3/13/2020,50.0,Blossom Valley,95123
208,ML81817645,SLD,381 Shadow Run Drive,,32,SAN JOSE,"$430,000","$420,000",CO,621,1,1,,0.0,1986.0,325,M,1/4/2021,34.0,Central San Jose,95110
209,ML81740361,SLD,3219 Kenhill Drive,,21,SAN JOSE,"$430,000","$480,000",CO,950,1,1,Y,1.0,1987.0,312,,5/10/2019,32.0,South San Jose,95111
210,ML81781343,SLD,209 Chantilley Lane,,0,SAN JOSE,"$430,000","$520,000",CO,1220,3,2,,0.0,1972.0,439,,2/21/2020,48.0,Santa Teresa,95139
211,ML81840661,SLD,393 Shadow Run Drive,,9,SAN JOSE,"$430,000","$420,000",CO,621,1,1,,0.0,1986.0,340,M,6/2/2021,35.0,Central San Jose,95110
212,ML81825455,SLD,5701 Makati Circle,G,56,SAN JOSE,"$432,888","$430,000",CO,552,1,1,,0.0,1984.0,465,M,4/29/2021,37.0,Blossom Valley,95123
213,ML81730161,SLD,2175 Summerton Drive,,37,SAN JOSE,"$433,000","$430,000",CO,746,1,1,,0.0,1985.0,413,,1/9/2019,33.0,South San Jose,95122
214,ML81858519,SLD,5338 Makati Circle,,7,SAN JOSE,"$433,000","$435,000",CO,552,1,1,,0.0,1986.0,467,M,9/1/2021,35.0,Blossom Valley,95123
215,ML81755776,SLD,5538 Cribari Circle,,45,SAN JOSE,"$434,900","$434,900",CO,1240,2,2,,0.0,1968.0,704,,8/22/2019,51.0,Evergreen,95135
216,ML81829852,SLD,1914 La Terrace Circle,,1,SAN JOSE,"$434,950","$442,500",CO,543,1,1,,0.0,1985.0,498,,3/19/2021,36.0,Blossom Valley,95123
217,ML81800628,SLD,5717 Makati Circle,F,202,SAN JOSE,"$434,950","$434,950",CO,543,1,1,,0.0,1982.0,452,M,2/25/2021,38.0,Blossom Valley,95123
218,ML81809295,SLD,5693 Makati Circle,B,81,SAN JOSE,"$434,999","$415,000",CO,552,1,1,,0.0,1985.0,452,,12/28/2020,35.0,Blossom Valley,95123
219,ML81822714,SLD,292 Tradewinds Drive,3,13,SAN JOSE,"$435,000","$435,000",CO,722,1,1,,0.0,1970.0,373,M,1/27/2021,50.0,Blossom Valley,95123
220,ML81766384,SLD,259 N Capitol Avenue,296,23,SAN JOSE,"$435,000","$425,500",CO,828,2,1,,0.0,1977.0,330,,10/24/2019,42.0,Alum Rock,95127
221,ML81733460,SLD,5410 Cribari Court,,119,SAN JOSE,"$435,000","$435,000",CO,1223,2,2,,0.0,1970.0,704,,5/9/2019,48.0,Evergreen,95135
222,ML81742190,SLD,5594 Judith Street,3,46,SAN JOSE,"$435,000","$430,000",CO,903,2,1,Y,1.0,1970.0,308,,5/23/2019,49.0,Blossom Valley,95123
223,ML81780248,SLD,283 Orosi Way,,19,SAN JOSE,"$435,000","$435,000",CO,881,2,1,,0.0,1971.0,255,,3/12/2020,49.0,Alum Rock,95116
224,ML81834210,SLD,830 Gilchrist Walkway,4,2,SAN JOSE,"$435,000","$435,000",CO,798,2,1,,0.0,1971.0,341,,3/15/2021,50.0,Berryessa,95133
225,ML81788156,SLD,5560 Cribari Circle,,29,SAN JOSE,"$435,000","$435,000",CO,1223,2,2,,0.0,1968.0,773,,6/10/2020,52.0,Evergreen,95135
226,ML81772848,SLD,2176 Luz Avenue,,11,SAN JOSE,"$435,000","$450,000",TH,956,2,1,,0.0,1979.0,303,,11/18/2019,40.0,Alum Rock,95116
227,ML81831538,SLD,823 N Capitol Avenue,4,26,SAN JOSE,"$435,950","$425,800",CO,798,2,1,Y,1.0,1971.0,340,M,4/14/2021,50.0,Berryessa,95133
228,ML81740224,SLD,1259 Coyote Creek pl. Place,,8,SAN JOSE,"$437,000","$438,000",CO,633,1,1,Y,1.0,1984.0,307,,4/3/2019,35.0,Central San Jose,95116
229,ML81825079,SLD,1151 Yarwood Court,,23,SAN JOSE,"$437,900","$440,000",CO,658,1,1,,0.0,1988.0,688,M,3/9/2021,33.0,Campbell,95128
230,ML81775258,SLD,5511 Cribari Bend,,265,SAN JOSE,"$438,000","$413,000",CO,1223,2,2,,0.0,1968.0,773,,7/31/2020,51.0,Evergreen,95135
231,ML81758934,SLD,5490 Cribari Bend,,72,SAN JOSE,"$438,000","$415,000",CO,947,1,1,,0.0,1968.0,675,,10/2/2019,51.0,Evergreen,95135
232,ML81732939,SLD,5578 Spinnaker Drive,4,16,SAN JOSE,"$438,888","$440,000",CO,798,2,1,Y,1.0,1970.0,300,,1/7/2019,48.0,Blossom Valley,95123
233,ML81746824,SLD,551 Groth Place,,37,SAN JOSE,"$438,988","$425,000",CO,762,2,1,Y,2.0,1982.0,273,,6/14/2019,37.0,South San Jose,95111
234,40876784,SLD,5672 Calmor Ct,4,87,SAN JOSE,"$439,000","$413,700",CO,798,2,1,N,1.0,1970.0,360,M,12/11/2019,49.0,Santa Clara County,95123
235,ML81739015,SLD,5524 Spinnaker Drive,1,33,SAN JOSE,"$439,000","$445,000",CO,810,2,1,Y,1.0,1970.0,300,,4/24/2019,49.0,Blossom Valley,95123
236,ML81821069,SLD,762 Blossom Hill Road,4,122,SAN JOSE,"$439,000","$425,000",CO,798,2,1,Y,1.0,1970.0,370,M,3/31/2021,50.0,Blossom Valley,95123
237,ML81724107,SLD,309 Tradewinds Drive,11,95,SAN JOSE,"$439,000","$415,000",CO,722,1,1,,0.0,1970.0,362,,1/23/2019,48.0,Blossom Valley,95123
238,ML81788496,SLD,5498 Judith Street,4,2,SAN JOSE,"$439,000","$455,000",CO,798,2,1,Y,1.0,1970.0,350,,5/4/2020,50.0,Blossom Valley,95123
239,ML81734249,SLD,5537 Judith Street,2,47,SAN JOSE,"$439,000","$442,000",CO,903,2,1,Y,1.0,1970.0,300,,3/15/2019,49.0,Blossom Valley,95123
240,ML81779610,SLD,230 Stonegate Circle,,25,SAN JOSE,"$439,000","$425,000",CO,560,1,1,Y,1.0,1984.0,250,,3/31/2020,36.0,Central San Jose,95110
241,ML81728618,SLD,5693 Makati Circle,H,73,SAN JOSE,"$439,000","$430,000",CO,552,1,1,,0.0,1984.0,379,,1/25/2019,34.0,Blossom Valley,95123
242,ML81764234,SLD,5743 Playa Del Rey,4,31,SAN JOSE,"$439,000","$432,000",CO,798,2,1,Y,1.0,1970.0,360,,10/1/2019,49.0,Blossom Valley,95123
243,ML81767533,SLD,587 Groth Drive,,65,SAN JOSE,"$439,000","$429,000",CO,762,2,1,Y,2.0,1982.0,273,,12/4/2019,37.0,South San Jose,95111
244,ML81858546,SLD,4970 Cherry Avenue,109,7,SAN JOSE,"$439,000","$450,000",CO,675,1,1,,0.0,1979.0,333,M,9/22/2021,42.0,Cambrian,95118
245,ML81762925,SLD,5672 Calmor Court,4,89,SAN JOSE,"$439,000","$413,700",CO,798,2,1,Y,1.0,1970.0,360,M,12/11/2019,49.0,Blossom Valley,95123
246,ML81740992,SLD,5478 Cribari Green,,4,SAN JOSE,"$439,000","$439,000",CO,1223,2,2,,0.0,1970.0,704,,4/17/2019,49.0,Evergreen,95135
247,ML81808013,SLD,2509 Dillion Court,4,21,SAN JOSE,"$439,000","$425,000",CO,798,2,1,Y,1.0,1971.0,330,M,10/26/2020,49.0,Berryessa,95133
248,ML81746081,SLD,3250 Kenhill Drive,,11,SAN JOSE,"$439,000","$420,000",CO,724,1,1,Y,1.0,1987.0,312,,5/16/2019,32.0,South San Jose,95111
249,40852284,SLD,5488 Judith St,1,11,SAN JOSE,"$439,000","$459,000",CO,810,2,1,Y,1.0,1970.0,350,M,3/4/2019,49.0,Santa Clara County,95123
250,ML81810175,SLD,5717 Makati Circle,G,40,SAN JOSE,"$439,000","$430,000",CO,552,1,1,,0.0,1984.0,440,,11/24/2020,36.0,Blossom Valley,95123
251,40920474,SLD,5717 Makati Cir,G,40,SAN JOSE,"$439,000","$430,000",CO,552,1,1,N,0.0,1984.0,440,A,11/24/2020,36.0,Santa Clara County,95123
252,ML81762941,SLD,5589 Judith Street,1,62,SAN JOSE,"$439,888","$425,000",CO,810,2,1,Y,1.0,1970.0,350,,10/14/2019,49.0,Blossom Valley,95123
253,ML81768854,SLD,5657 Calmor Avenue,3,8,SAN JOSE,"$439,999","$458,000",TH,903,2,1,Y,1.0,1970.0,360,,10/25/2019,49.0,Blossom Valley,95123
254,ML81771578,SLD,5575 Cribari Circle,,10,SAN JOSE,"$439,999","$430,000",CO,1240,2,2,,0.0,1970.0,773,,11/18/2019,49.0,Evergreen,95135
255,ML81734278,SLD,5401 Cribari Court,,2,SAN JOSE,"$440,000","$451,000",CO,947,1,1,,0.0,1969.0,618,,1/24/2019,50.0,Evergreen,95135
256,ML81777795,SLD,131 Jose Figueres Avenue,,11,SAN JOSE,"$440,000","$439,800",TH,881,2,1,Y,2.0,1977.0,316,,2/3/2020,42.0,Alum Rock,95116
257,ML81746340,SLD,238 Coy Drive,4,8,SAN JOSE,"$440,000","$447,500",CO,798,2,1,Y,1.0,1970.0,350,,5/14/2019,49.0,Blossom Valley,95123
258,ML81783552,SLD,2486 Golzio Court,4,19,SAN JOSE,"$440,000","$452,000",CO,798,2,1,Y,1.0,1971.0,330,,4/17/2020,49.0,Berryessa,95133
259,ML81808982,SLD,1193 Yarwood Court,,102,SAN JOSE,"$440,000","$430,000",CO,658,1,1,,0.0,1988.0,567,M,1/26/2021,32.0,Campbell,95128
260,ML81854382,SLD,247 N Capitol Avenue,255,13,SAN JOSE,"$440,000","$470,000",CO,828,2,1,,0.0,1977.0,347,M,9/7/2021,44.0,Alum Rock,95127
261,ML81806277,SLD,5509 Tyhurst Court,2,8,SAN JOSE,"$440,000","$455,000",TH,903,2,1,Y,1.0,1970.0,310,M,9/28/2020,50.0,Blossom Valley,95123
262,ML81763398,SLD,5435 Eagles Lane,4,57,SAN JOSE,"$440,000","$410,000",CO,798,2,1,Y,1.0,1970.0,335,,11/1/2019,49.0,Blossom Valley,95123
263,ML81791563,SLD,5398 Cribari Crest,,5,SAN JOSE,"$442,000","$430,000",CO,1223,2,2,,0.0,1971.0,773,,5/29/2020,49.0,Evergreen,95135
264,ML81726236,SLD,3028 Shadow Springs Place,,75,SAN JOSE,"$444,888","$443,300",CO,888,2,1,Y,1.0,1985.0,390,,2/7/2019,33.0,Evergreen,95121
265,ML81811360,SLD,5522 Makati Circle,,116,SAN JOSE,"$444,999","$443,000",CO,690,1,1,,0.0,1985.0,482,M,2/12/2021,35.0,Blossom Valley,95123
266,ML81806132,SLD,786 Warring Drive,4,17,SAN JOSE,"$445,000","$444,950",CO,798,2,1,Y,1.0,1970.0,360,,9/18/2020,50.0,Blossom Valley,95123
267,ML81762350,SLD,2663 Rosalinda Court,,57,SAN JOSE,"$445,000","$450,000",CO,884,2,1,,0.0,1971.0,347,,10/24/2019,48.0,Evergreen,95121
268,ML81817291,SLD,5420 Cribari Court,,84,SAN JOSE,"$445,000","$440,000",CO,1223,2,2,,0.0,1971.0,816,M,3/1/2021,49.0,Evergreen,95135
269,ML81775078,SLD,774 Warring Drive,2,65,SAN JOSE,"$445,000","$460,000",CO,903,2,1,,0.0,1970.0,360,,2/12/2020,49.0,Blossom Valley,95123
270,ML81835594,SLD,1060 S 3rd Street,244,11,SAN JOSE,"$445,000","$445,000",CO,667,1,1,,0.0,2005.0,518,M,4/24/2021,16.0,Central San Jose,95112
271,ML81732009,SLD,5509 Tyhurst Court,4,18,SAN JOSE,"$445,000","$440,000",CO,798,2,1,Y,1.0,1970.0,300,,1/24/2019,48.0,Blossom Valley,95123
272,ML81728500,SLD,3258 Shadow Park Place,,50,SAN JOSE,"$445,000","$446,000",CO,911,2,1,Y,1.0,1988.0,390,,1/7/2019,30.0,Evergreen,95121
273,ML81824775,SLD,2481 Jubilee Lane,,16,SAN JOSE,"$445,000","$450,000",CO,645,1,1,,0.0,1990.0,339,M,2/16/2021,31.0,Berryessa,95131
274,ML81750162,SLD,259 N Capitol Avenue,148,33,SAN JOSE,"$446,000","$495,000",CO,955,2,2,,0.0,1977.0,310,,6/28/2019,42.0,Alum Rock,95127
275,ML81744361,SLD,5002 Cribari Vale,,29,SAN JOSE,"$447,500","$447,500",CO,947,1,1,,0.0,1968.0,617,,5/24/2019,51.0,Evergreen,95135
276,ML81764249,SLD,345 Blossom Hill Road,3,111,SAN JOSE,"$447,888","$460,000",CO,903,2,1,Y,1.0,1970.0,308,,3/18/2020,49.0,Blossom Valley,95123
277,ML81750493,SLD,786 Warring Drive,3,89,SAN JOSE,"$448,000","$424,000",CO,903,2,1,Y,1.0,1970.0,360,,9/4/2019,49.0,Blossom Valley,95123
278,40942914,SLD,1525 Four Oaks Cir,,14,SAN JOSE,"$448,000","$488,000",CO,676,1,1,N,1.0,1986.0,455,M,5/17/2021,35.0,Santa Clara County,95131
279,ML81764761,SLD,5498 Tradewinds Walkway,4,62,SAN JOSE,"$448,000","$435,000",CO,798,2,1,Y,1.0,1970.0,350,,11/15/2019,49.0,Blossom Valley,95123
280,ML81837452,SLD,1370 Crucero Drive,D,35,SAN JOSE,"$448,000","$448,000",CO,876,2,1,Y,1.0,1980.0,390,M,6/3/2021,41.0,South San Jose,95122
281,ML81740704,SLD,247 N Capitol Avenue,273,33,SAN JOSE,"$448,000","$460,000",CO,955,2,2,,0.0,1977.0,310,,4/30/2019,42.0,Alum Rock,95127
282,ML81752733,SLD,5505 Cribari Bend,,85,SAN JOSE,"$448,000","$458,000",CO,1240,2,2,,0.0,1970.0,773,,9/9/2019,49.0,Evergreen,95135
283,ML81858795,SLD,1326 Joplin Drive,4,8,SAN JOSE,"$448,000","$500,000",CO,798,2,1,Y,1.0,1970.0,384,,9/27/2021,51.0,Cambrian,95118
284,ML81817127,SLD,47 Monte Verano Court,,29,SAN JOSE,"$448,000","$448,000",CO,877,2,1,Y,2.0,1988.0,410,,12/22/2020,32.0,Alum Rock,95116
285,ML81806660,SLD,849 Wyman Way,2,8,SAN JOSE,"$448,000","$468,000",CO,903,2,1,Y,1.0,1971.0,330,M,9/30/2020,49.0,Berryessa,95133
286,ML81848824,SLD,3128 Loma Verde Drive,215,19,SAN JOSE,"$448,000","$460,000",CO,544,1,1,Y,1.0,2007.0,274,M,7/26/2021,14.0,Campbell,95117
287,ML81848171,SLD,2425 Jubilee Lane,,7,SAN JOSE,"$448,000","$465,000",CO,645,1,1,,0.0,1990.0,334,M,7/9/2021,31.0,Berryessa,95131
288,ML81799874,SLD,5493 Cribari Bend,,7,SAN JOSE,"$448,888","$445,000",CO,1223,2,2,,0.0,1970.0,775,,8/19/2020,50.0,Evergreen,95135
289,ML81787456,SLD,5313 Cribari Glen,,200,SAN JOSE,"$448,888","$435,500",CO,1240,2,2,,0.0,1971.0,816,M,11/12/2020,49.0,Evergreen,95135
290,ML81814770,SLD,934 Catkin Court,,11,SAN JOSE,"$448,888","$430,000",CO,658,1,1,,0.0,1988.0,576,M,10/29/2020,32.0,Campbell,95128
291,ML81733141,SLD,487 Sieber Court,,5,SAN JOSE,"$448,888","$431,000",CO,762,2,1,Y,2.0,1982.0,273,,1/18/2019,36.0,South San Jose,95111
292,40876637,SLD,259 N Capitol Ave,233,11,SAN JOSE,"$448,888","$450,000",CO,828,2,1,N,0.0,1977.0,310,M,9/12/2019,42.0,Santa Clara County,95127
293,ML81762782,SLD,259 N Capitol Avenue,233,11,SAN JOSE,"$448,888","$450,000",CO,828,2,1,,0.0,1977.0,310,M,9/12/2019,42.0,Alum Rock,95127
294,ML81777464,SLD,276 Kenbrook Circle,,9,SAN JOSE,"$448,888","$455,000",CO,880,2,1,Y,1.0,1987.0,312,,1/28/2020,32.0,South San Jose,95111
295,ML81833288,SLD,5035 Cribari Vale,,12,SAN JOSE,"$448,888","$455,000",CO,1223,2,2,,0.0,1968.0,816,M,4/21/2021,53.0,Evergreen,95135
296,ML81832941,SLD,5149 Cribari Place,,3,SAN JOSE,"$449,000","$462,000",CO,1240,2,2,,0.0,1969.0,815,M,4/9/2021,52.0,Evergreen,95135
297,ML81722240,SLD,3314 Shadow Park Place,,69,SAN JOSE,"$449,000","$450,000",CO,888,2,1,Y,1.0,1988.0,390,,2/8/2019,30.0,Evergreen,95121
298,ML81826261,SLD,226 Coy Drive,3,7,SAN JOSE,"$449,000","$470,000",CO,903,2,1,Y,1.0,1970.0,350,,2/18/2021,51.0,Blossom Valley,95123
299,ML81760946,SLD,5118 Cribari Place,,21,SAN JOSE,"$449,000","$449,000",CO,1240,2,2,,0.0,1968.0,774,,8/28/2019,51.0,Evergreen,95135
300,ML81824854,SLD,516 Martha Street,202,31,SAN JOSE,"$449,000","$425,000",CO,652,1,1,Y,1.0,2000.0,418,,3/16/2021,21.0,Central San Jose,95112
301,ML81834756,SLD,5461 Tyhurst Ww,3,7,SAN JOSE,"$449,000","$485,000",CO,903,2,1,Y,1.0,1970.0,350,M,4/29/2021,51.0,Blossom Valley,95123
302,ML81787641,SLD,1024 Cedar Gables Drive,,28,SAN JOSE,"$449,000","$570,000",CO,845,2,2,,0.0,1985.0,450,,5/21/2020,35.0,Cambrian,95118
303,ML81747602,SLD,5570 Cribari Circle,,3,SAN JOSE,"$449,000","$480,000",CO,1223,2,2,,0.0,1971.0,704,,5/16/2019,48.0,Evergreen,95135
304,ML81848880,SLD,325 Blossom Hill Road,1,10,SAN JOSE,"$449,000","$480,000",CO,810,2,1,Y,1.0,1970.0,310,M,8/17/2021,51.0,Blossom Valley,95123
305,ML81801742,SLD,5511 Eagles Lane,1,12,SAN JOSE,"$449,000","$450,000",CO,810,2,1,Y,1.0,1970.0,350,M,9/28/2020,50.0,Blossom Valley,95123
306,ML81768271,SLD,2925 FLORENCE Avenue,24,74,SAN JOSE,"$449,000","$448,000",TH,960,3,1,,0.0,1964.0,470,,12/23/2019,55.0,Alum Rock,95127
307,ML81803969,SLD,282 Tradewinds Drive,4,38,SAN JOSE,"$449,000","$465,000",CO,959,2,1,,0.0,1970.0,420,M,10/14/2020,50.0,Blossom Valley,95123
308,ML81858485,SLD,6038 Montgomery Corners,,23,SAN JOSE,"$449,000","$449,000",CO,760,1,1,,0.0,1972.0,634,M,10/1/2021,49.0,Evergreen,95135
